,inode,id,datetime,computer_name,source_name,filename_type,filename_security,filename_application,filename_system,filename_rdp,filename_powershell,filename_other,recovered,user_sid,execution_process_id,channel,event_id,audit_account_logon,audit_account_management,audit_detailed_tracking,audit_logon_logoff,audit_ds_access,audit_object_access,audit_policy_change,audit_privilege_usage,audit_system,task,keywords,keywords_audit_failure,keywords_audit_success,keywords_correlation_hint,keywords_event_log_classic,keywords_sqm,keywords_wdi_context,keywords_wdi_diagnostic,timestamp,epochtime,hour,minute
1299024,59019,acac8ae7-2da3-4f34-b0f9-4c763305545c,2015-03-22 14:33:54,informant-PC, Microsoft-Windows-Security-Auditing ,Security,1,0,0,0,0,0,0,None,476,Security,4728,0,1,0,0,0,0,0,0,0,13826,0x8020000000000000,0,0,0,1,0,0,0,2015-03-22 14:33:54,1427034834.0,14,33
1299025,59019,517ee25f-19ad-497f-af1f-c8dc658acbbd,2015-03-22 14:33:54,informant-PC, Microsoft-Windows-Security-Auditing ,Security,1,0,0,0,0,0,0,None,476,Security,4720,0,1,0,0,0,0,0,0,0,13824,0x8020000000000000,0,0,0,1,0,0,0,2015-03-22 14:33:54,1427034834.0,14,33
1299032,59019,f46ae201-d443-4e5a-b073-59502bad7cfd,2015-03-22 14:33:54,informant-PC, Microsoft-Windows-Security-Auditing ,Security,1,0,0,0,0,0,0,None,476,Security,4728,0,1,0,0,0,0,0,0,0,13826,0x8020000000000000,0,0,0,1,0,0,0,2015-03-22 14:33:54,1427034834.0,14,33
1299033,59019,241e8254-6377-476b-b47d-6848620efdfc,2015-03-22 14:33:54,informant-PC, Microsoft-Windows-Security-Auditing ,Security,1,0,0,0,0,0,0,None,476,Security,4732,0,1,0,0,0,0,0,0,0,13826,0x8020000000000000,0,0,0,1,0,0,0,2015-03-22 14:33:54,1427034834.0,14,33
1299035,59019,2530607b-cf88-4c70-928f-7f07dd049a74,2015-03-22 14:33:54,informant-PC, Microsoft-Windows-Security-Auditing ,Security,1,0,0,0,0,0,0,None,476,Security,4738,0,1,0,0,0,0,0,0,0,13824,0x8020000000000000,0,0,0,1,0,0,0,2015-03-22 14:33:54,1427034834.0,14,33
1299036,59019,4a3a79b6-23b2-4013-9e58-fa208bd39b38,2015-03-22 14:33:54,informant-PC, Microsoft-Windows-Security-Auditing ,Security,1,0,0,0,0,0,0,None,476,Security,4738,0,1,0,0,0,0,0,0,0,13824,0x8020000000000000,0,0,0,1,0,0,0,2015-03-22 14:33:54,1427034834.0,14,33
1299037,59019,0ac03846-0cfa-4037-951e-20abdb099f79,2015-03-22 14:33:54,informant-PC, Microsoft-Windows-Security-Auditing ,Security,1,0,0,0,0,0,0,None,476,Security,4722,0,1,0,0,0,0,0,0,0,13824,0x8020000000000000,0,0,0,1,0,0,0,2015-03-22 14:33:54,1427034834.0,14,33
1299038,59019,41f3e64f-efa9-4d0a-8005-12c59e87fb96,2015-03-22 14:33:54,informant-PC, Microsoft-Windows-Security-Auditing ,Security,1,0,0,0,0,0,0,None,476,Security,4722,0,1,0,0,0,0,0,0,0,13824,0x8020000000000000,0,0,0,1,0,0,0,2015-03-22 14:33:54,1427034834.0,14,33
1299039,59019,577268b9-74b5-44d0-b210-942ea93082a6,2015-03-22 14:33:54,informant-PC, Microsoft-Windows-Security-Auditing ,Security,1,0,0,0,0,0,0,None,476,Security,4732,0,1,0,0,0,0,0,0,0,13826,0x8020000000000000,0,0,0,1,0,0,0,2015-03-22 14:33:54,1427034834.0,14,33
1299040,59019,c30a05b3-5e8c-41e0-9877-2123a3d2835b,2015-03-22 14:33:54,informant-PC, Microsoft-Windows-Security-Auditing ,Security,1,0,0,0,0,0,0,None,476,Security,4732,0,1,0,0,0,0,0,0,0,13826,0x8020000000000000,0,0,0,1,0,0,0,2015-03-22 14:33:54,1427034834.0,14,33
